L1_algorithm,L2_algorithm,wr_pol,cost,latency,workload,tot_req,reads,writes,requests
arc,arc,wb-et,13.51706474,0.072470996,w36,729562,1.4,98.6,2.11
lru,lru,wb-et,87.55213851,0.608965731,w101,238962,2.86,97.14,24.64
arc,arc,wb-et,26.87484004,0.005854579,w02,16043393,98.67,1.33,0.16
lru,lru,wb-et,22.28943811,0.220652024,w40,181276,2.36,97.64,7.69
arc,arc,wb-et,57.44340235,0.820714099,w65,981095,96.09,3.91,13.97
arc,arc,wb-et,14.18049088,0.242000078,w102,117154,6.73,93.27,9.19
lru,lru,wb-et,173.8008886,0.173409299,w25,3640951,88.63,11.37,16.0
arc,arc,wb-et,59.17904016,0.292935069,w105,243780,89.94,10.06,17.41
lru,lru,wb-et,10.38979808,0.339477153,w70,558126,10.08,89.92,5.38
arc,arc,wb-et,1561.011181,0.209976848,w08,10410827,96.53,3.47,9.07
arc,arc,wb-et,1.984740712,0.362872954,w72,178016,45.2,54.8,5.85
arc,arc,wb-et,20.31745424,0.237038042,w95,151279,49.05,50.95,9.4
arc,arc,wb-et,0.071845223,0.634103637,w66,558560,61.15,38.85,0.49
lru,lru,wb-et,1307.847854,0.732174835,w08,10410827,96.53,3.47,9.07
arc,arc,wb-et,39.84806155,0.658988203,w100,236756,2.89,97.11,23.29
arc,arc,wb-et,1618.974879,0.783193129,w20,7027218,87.87,12.13,23.47
lru,lru,wb-et,4.441067064,0.326667548,w102,117154,6.73,93.27,9.19
lru,lru,wb-et,90.89077747,0.244385787,w61,660778,68.59,31.41,10.86
lru,lru,wb-et,164.7969958,0.38651509,w07,2120047,82.25,17.75,16.44
arc,arc,wb-et,19.99817204,0.165134921,w70,558126,10.08,89.92,5.38
lru,lru,wb-et,2.505658593,0.077063868,w19,4598911,97.46,2.54,0.8
lru,lru,wb-et,2719.787421,0.679193208,w54,7042906,78.49,21.51,58.1
arc,arc,wb-et,205.164484,0.754494865,w08,10410827,96.53,3.47,9.07
lru,lru,wb-et,38.23302554,0.169784389,w84,420458,10.24,89.76,7.95
arc,arc,wb-et,16.45759722,0.248226581,w56,552309,8.42,91.58,2.09
lru,lru,wb-et,29.74757896,0.225540302,w11,4531948,65.3,34.7,0.98
lru,lru,wb-et,3.808348611,0.677926701,w23,1712812,58.01,41.99,7.42
lru,lru,wb-et,0.992518168,0.841908806,w79,241488,38.46,61.54,61.67
arc,arc,wb-et,26.1321268,0.350277203,w105,243780,89.94,10.06,17.41
arc,arc,wb-et,44.18335881,0.855153622,w99,279021,94.97,5.03,16.21
arc,arc,wb-et,529.3681443,0.725556562,w08,10410827,96.53,3.47,9.07
lru,lru,wb-et,36.02198666,0.572402917,w44,291584,87.51,12.49,14.26
lru,lru,wb-et,1426.754175,0.690359877,w53,1870559,86.76,13.24,62.2
lru,lru,wb-et,315.1149974,0.456988072,w34,2243971,83.25,16.75,12.29
arc,arc,wb-et,22.28306993,0.186869267,w75,411410,16.12,83.88,6.76
arc,arc,wb-et,147.4215088,0.504077783,w15,638670,82.33,17.67,21.82
lru,lru,wb-et,62.13666876,0.419297671,w83,157428,63.65,36.35,31.43
arc,arc,wb-et,50.46543007,0.305347188,w49,1092250,75.96,24.04,11.22
arc,arc,wb-et,189.7718382,0.371909167,w29,524248,81.32,18.68,23.58
lru,lru,wb-et,13.05535242,0.416578521,w76,124550,12.84,87.16,13.22
arc,arc,wb-et,53.2064163,0.230553856,w07,2120047,82.25,17.75,16.44
arc,arc,wb-et,116.6717206,0.57834957,w62,292110,89.7,10.3,33.27
lru,lru,wb-et,189.8750406,0.273292074,w18,896239,80.64,19.36,14.81
lru,lru,wb-et,6.551650268,0.248613187,w59,324961,49.4,50.6,6.97
arc,arc,wb-et,185.6230496,0.277291674,w18,896239,80.64,19.36,14.81
arc,arc,wb-et,57.95028289,0.299526876,w105,243780,89.94,10.06,17.41
arc,arc,wb-et,8.231185172,0.273439839,w72,178016,45.2,54.8,5.85
arc,arc,wb-et,4.284530009,0.338998428,w56,552309,8.42,91.58,2.09
lru,lru,wb-et,8.351851386,0.510087382,w59,324961,49.4,50.6,6.97
lru,lru,wb-et,31.39106413,0.180965098,w28,1287044,41.8,58.2,22.41
arc,arc,wb-et,24.7832202,0.186972889,w78,385485,53.72,46.28,12.37
arc,arc,wb-et,72.45268821,0.617118951,w98,251710,2.91,97.09,20.52
lru,lru,wb-et,271.5834633,0.556418655,w03,17467759,75.74,24.26,16.69
arc,arc,wb-et,121.7327804,0.142485203,w25,3640951,88.63,11.37,16.0
lru,lru,wb-et,41.15288833,0.81570122,w81,373197,90.91,9.09,13.54
arc,arc,wb-et,11.55859171,0.194395519,w67,167197,36.15,63.85,5.03
arc,arc,wb-et,3.937449544,0.201697961,w35,651133,3.26,96.74,2.45
lru,lru,wb-et,18.68627748,0.482404843,w89,125386,40.17,59.83,25.65
arc,arc,wb-et,78.92249016,0.674149059,w23,1712812,58.01,41.99,7.42
arc,arc,wb-et,27.83636279,0.673496215,w93,351236,87.72,12.28,19.28
arc,arc,wb-et,20.76469862,0.229865876,w40,181276,2.36,97.64,7.69
arc,arc,wb-et,1327.23552,0.757771725,w53,1870559,86.76,13.24,62.2
lru,lru,wb-et,10.34594316,0.224747964,w73,173876,67.2,32.8,9.97
lru,lru,wb-et,78.43481848,0.627067464,w97,245188,2.95,97.05,22.04
arc,arc,wb-et,10.43992254,0.266282329,w41,157994,15.99,84.01,8.34
lru,lru,wb-et,80.4026323,0.527509299,w37,493523,77.83,22.17,28.23
lru,lru,wb-et,19.22014543,0.261131206,w73,173876,67.2,32.8,9.97
lru,lru,wb-et,515.7679651,0.150727299,w25,3640951,88.63,11.37,16.0
lru,lru,wb-et,98.82627395,0.554132258,w87,264130,40.78,59.22,30.24
arc,arc,wb-et,182.6865238,0.790264114,w86,243749,44.47,55.53,74.81
arc,arc,wb-et,1080.822647,0.228677781,w21,6771666,97.59,2.41,9.5
lru,lru,wb-et,320.5030243,0.250508948,w28,1287044,41.8,58.2,22.41
lru,lru,wb-et,78.9411861,0.691191926,w23,1712812,58.01,41.99,7.42
lru,lru,wb-et,3.206017428,0.510253046,w60,460498,74.99,25.01,11.26
arc,arc,wb-et,133.5108049,0.373558215,w29,524248,81.32,18.68,23.58
arc,arc,wb-et,5.73112243,0.095207507,w12,442789,39.92,60.08,2.37
arc,arc,wb-et,2.517003916,0.344990129,w47,211877,0.33,99.67,1.68
lru,lru,wb-et,1.014480437,0.162197427,w71,290967,38.41,61.59,5.75
arc,arc,wb-et,1201.740672,0.810992446,w64,1178756,91.66,8.34,78.35
arc,arc,wb-et,1996.950401,0.385594515,w54,7042906,78.49,21.51,58.1
arc,arc,wb-et,1.677358868,0.352181916,w45,211432,0.59,99.41,1.9
arc,arc,wb-et,7.761726809,0.342461037,w56,552309,8.42,91.58,2.09
lru,lru,wb-et,94.15578198,0.189448365,w85,405302,97.4,2.6,14.13
lru,lru,wb-et,12.57437126,0.843135768,w92,396548,95.61,4.39,14.74
arc,arc,wb-et,12.82980211,0.335954171,w57,375954,9.49,90.51,3.17
lru,lru,wb-et,24.02022158,0.127828126,w71,290967,38.41,61.59,5.75
arc,arc,wb-et,58.11156896,0.624680618,w62,292110,89.7,10.3,33.27
lru,lru,wb-et,2191.46297,0.6419963,w01,5710745,82.56,17.44,40.16
lru,lru,wb-et,4.268661807,0.336255697,w47,211877,0.33,99.67,1.68
lru,lru,wb-et,45.37176385,0.353319675,w91,217746,80.61,19.39,18.42
lru,lru,wb-et,78.44310865,0.511728956,w07,2120047,82.25,17.75,16.44
lru,lru,wb-et,340.1386784,0.205865601,w34,2243971,83.25,16.75,12.29
arc,arc,wb-et,131.5956962,0.398245174,w16,865023,87.32,12.68,18.22
arc,arc,wb-et,21.45351898,0.690973228,w55,150445,66.56,33.44,57.71
arc,arc,wb-et,76.58482495,0.420371792,w79,241488,38.46,61.54,61.67
arc,arc,wb-et,11.43901809,0.320666304,w73,173876,67.2,32.8,9.97
lru,lru,wb-et,2264.713493,0.386662632,w05,13225814,90.41,9.59,15.37
arc,arc,wb-et,7.542186079,0.300756837,w74,113584,24.73,75.27,4.97
lru,lru,wb-et,831.7839581,0.824849888,w20,7027218,87.87,12.13,23.47
lru,lru,wb-et,31.48184453,0.134309408,w75,411410,16.12,83.88,6.76
arc,arc,wb-et,90.61337063,0.388792882,w26,1668986,50.76,49.24,11.55
arc,arc,wb-et,177.2750554,0.371035973,w15,638670,82.33,17.67,21.82
arc,arc,wb-et,95.69878558,0.196503673,w49,1092250,75.96,24.04,11.22
lru,lru,wb-et,3.748466251,0.025772903,w82,279678,56.89,43.11,0.92
arc,arc,wb-et,0.822718958,0.036833669,w66,558560,61.15,38.85,0.49
lru,lru,wb-et,60.62280074,0.432724206,w105,243780,89.94,10.06,17.41
arc,arc,wb-et,41.79360545,0.018252223,w19,4598911,97.46,2.54,0.8
lru,lru,wb-et,151.8492067,0.685424358,w23,1712812,58.01,41.99,7.42
arc,arc,wb-et,1510.282899,0.535269118,w04,18034724,74.22,25.78,15.69
arc,arc,wb-et,35.74952909,0.607701338,w97,245188,2.95,97.05,22.04
arc,arc,wb-et,66.69621395,0.694387997,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,298.374449,0.530234887,w22,509607,87.74,12.26,33.06
arc,arc,wb-et,150.5015175,0.198197935,w65,981095,96.09,3.91,13.97
arc,arc,wb-et,1.786020242,0.240925348,w47,211877,0.33,99.67,1.68
arc,arc,wb-et,4.919141084,0.218127022,w106,139141,19.98,80.02,7.58
lru,lru,wb-et,71.67607834,0.344726601,w34,2243971,83.25,16.75,12.29
lru,lru,wb-et,1.837936438,0.134265726,w71,290967,38.41,61.59,5.75
lru,lru,wb-et,39.14507135,0.557424249,w38,660412,56.94,43.06,7.4
lru,lru,wb-et,6.559446671,0.40853852,w80,218031,71.32,28.68,4.58
arc,arc,wb-et,42.93220998,0.278556743,w77,275631,57.56,42.44,13.38
lru,lru,wb-et,106.2293187,0.685172597,w23,1712812,58.01,41.99,7.42
lru,lru,wb-et,130.9719495,0.690357602,w15,638670,82.33,17.67,21.82
arc,arc,wb-et,201.671704,0.846898543,w64,1178756,91.66,8.34,78.35
lru,lru,wb-et,187.457387,0.411029546,w63,564163,84.55,15.45,24.41
lru,lru,wb-et,6.062038569,0.2149829,w88,237846,32.58,67.42,5.02
lru,lru,wb-et,5.75116063,0.444115633,w52,232513,66.99,33.01,6.94
arc,arc,wb-et,22.85881294,0.219372218,w33,247964,4.33,95.67,7.03
lru,lru,wb-et,280.1322439,0.81823206,w31,13975082,93.99,6.01,14.77
lru,lru,wb-et,2067.210753,0.70435688,w05,13225814,90.41,9.59,15.37
lru,lru,wb-et,4.501059427,0.421468147,w74,113584,24.73,75.27,4.97
arc,arc,wb-et,16.36327017,0.256642352,w77,275631,57.56,42.44,13.38
lru,lru,wb-et,39.02308993,0.156941238,w90,489323,95.25,4.75,8.17
arc,arc,wb-et,137.0225619,0.699895307,w55,150445,66.56,33.44,57.71
lru,lru,wb-et,42.44208524,0.175965615,w51,761128,86.39,13.61,6.71
arc,arc,wb-et,11.79962962,0.442245331,w78,385485,53.72,46.28,12.37
arc,arc,wb-et,43.53815391,0.216426301,w17,1456893,12.4,87.6,4.14
lru,lru,wb-et,10.62609566,0.862187853,w99,279021,94.97,5.03,16.21
lru,lru,wb-et,12.9923502,0.382324142,w41,157994,15.99,84.01,8.34
arc,arc,wb-et,0.102565516,0.276486758,w47,211877,0.33,99.67,1.68
arc,arc,wb-et,4.988198243,0.576520544,w98,251710,2.91,97.09,20.52
lru,lru,wb-et,1209.456057,0.668948824,w01,5710745,82.56,17.44,40.16
lru,lru,wb-et,418.6116601,0.370382306,w07,2120047,82.25,17.75,16.44
arc,arc,wb-et,12.63034279,0.205332068,w52,232513,66.99,33.01,6.94
lru,lru,wb-et,139.6458122,0.358559492,w79,241488,38.46,61.54,61.67
lru,lru,wb-et,32.31493824,0.654771701,w61,660778,68.59,31.41,10.86
arc,arc,wb-et,24.55871431,0.671173378,w55,150445,66.56,33.44,57.71
arc,arc,wb-et,1.566176039,0.088980419,w36,729562,1.4,98.6,2.11
arc,arc,wb-et,25.87809283,0.149923801,w52,232513,66.99,33.01,6.94
arc,arc,wb-et,163.706477,0.388283413,w15,638670,82.33,17.67,21.82
arc,arc,wb-et,40.96980569,0.575385515,w61,660778,68.59,31.41,10.86
arc,arc,wb-et,169.4338117,0.373567947,w26,1668986,50.76,49.24,11.55
lru,lru,wb-et,22.31925897,0.514576505,w96,168442,5.02,94.98,13.79
lru,lru,wb-et,4.473250488,0.135005917,w78,385485,53.72,46.28,12.37
arc,arc,wb-et,30.87058747,0.773614801,w44,291584,87.51,12.49,14.26
lru,lru,wb-et,41.60444377,0.416389344,w58,772098,51.61,48.39,10.09
arc,arc,wb-et,402.0164574,0.636986361,w53,1870559,86.76,13.24,62.2
lru,lru,wb-et,1.18937396,0.546185878,w74,113584,24.73,75.27,4.97
arc,arc,wb-et,35.45578851,0.647828787,w87,264130,40.78,59.22,30.24
arc,arc,wb-et,554.3876284,0.349179499,w07,2120047,82.25,17.75,16.44
arc,arc,wb-et,1.18635855,0.254275566,w59,324961,49.4,50.6,6.97
lru,lru,wb-et,57.622863,0.164124945,w90,489323,95.25,4.75,8.17
lru,lru,wb-et,14.72672386,0.213719459,w59,324961,49.4,50.6,6.97
lru,lru,wb-et,36.44522028,0.262899172,w90,489323,95.25,4.75,8.17
lru,lru,wb-et,5.510607145,0.357890583,w35,651133,3.26,96.74,2.45
arc,arc,wb-et,4.270369925,0.476681297,w80,218031,71.32,28.68,4.58
arc,arc,wb-et,1307.61797,0.75837138,w53,1870559,86.76,13.24,62.2
lru,lru,wb-et,1.402697453,0.851325722,w99,279021,94.97,5.03,16.21
lru,lru,wb-et,0.678260481,0.153924158,w88,237846,32.58,67.42,5.02
lru,lru,wb-et,28.00450724,0.07136152,w11,4531948,65.3,34.7,0.98
lru,lru,wb-et,627.5180282,0.617284662,w04,18034724,74.22,25.78,15.69
lru,lru,wb-et,0.686017878,0.412817355,w76,124550,12.84,87.16,13.22
lru,lru,wb-et,15.81792947,0.619547189,w38,660412,56.94,43.06,7.4
lru,lru,wb-et,72.82256537,0.615506278,w97,245188,2.95,97.05,22.04
arc,arc,wb-et,154.6999071,0.352677209,w29,524248,81.32,18.68,23.58
arc,arc,wb-et,14.54587413,0.264828101,w56,552309,8.42,91.58,2.09
lru,lru,wb-et,3595.247153,0.234640079,w04,18034724,74.22,25.78,15.69
arc,arc,wb-et,19.81662937,0.856369897,w99,279021,94.97,5.03,16.21
arc,arc,wb-et,48.6715261,0.05075155,w06,2444493,68.5,31.5,1.9
arc,arc,wb-et,14.05486172,0.481041823,w61,660778,68.59,31.41,10.86
arc,arc,wb-et,308.9272327,0.263689983,w28,1287044,41.8,58.2,22.41
arc,arc,wb-et,5.67803949,0.503228858,w84,420458,10.24,89.76,7.95
arc,arc,wb-et,1.709422397,0.063038459,w39,962521,0.97,99.03,1.31
lru,lru,wb-et,19.80517309,0.211469758,w52,232513,66.99,33.01,6.94
lru,lru,wb-et,5.003213206,0.376327405,w42,798236,67.9,32.1,8.93
arc,arc,wb-et,353.288259,0.560828773,w46,5116665,25.78,74.22,21.84
lru,lru,wb-et,195.5820229,0.361031679,w15,638670,82.33,17.67,21.82
lru,lru,wb-et,2308.863481,0.766728283,w54,7042906,78.49,21.51,58.1
arc,arc,wb-et,29.33514493,0.538375145,w34,2243971,83.25,16.75,12.29
arc,arc,wb-et,19.28863808,0.77830981,w65,981095,96.09,3.91,13.97
arc,arc,wb-et,462.2164661,0.366372497,w07,2120047,82.25,17.75,16.44
lru,lru,wb-et,95.412814,0.706986842,w55,150445,66.56,33.44,57.71
lru,lru,wb-et,24.29312501,0.250337569,w16,865023,87.32,12.68,18.22
lru,lru,wb-et,26.50392594,0.005928979,w02,16043393,98.67,1.33,0.16
arc,arc,wb-et,668.7270419,0.465497055,w10,12588003,89.82,10.18,14.53
lru,lru,wb-et,22.88563488,0.292205075,w69,417360,77.7,22.3,12.91
arc,arc,wb-et,89.95566028,0.369797069,w27,484417,78.97,21.03,25.15
lru,lru,wb-et,1.806561168,0.263399075,w45,211432,0.59,99.41,1.9
lru,lru,wb-et,7.920584343,0.842018725,w44,291584,87.51,12.49,14.26
arc,arc,wb-et,7.003505735,0.405808771,w77,275631,57.56,42.44,13.38
lru,lru,wb-et,1.619547508,0.238273419,w74,113584,24.73,75.27,4.97
arc,arc,wb-et,49.8586909,0.146897448,w51,761128,86.39,13.61,6.71
lru,lru,wb-et,13.93127715,0.268759815,w79,241488,38.46,61.54,61.67
arc,arc,wb-et,51.45280435,0.051640496,w06,2444493,68.5,31.5,1.9
arc,arc,wb-et,1251.864904,0.728120744,w09,10826961,80.14,19.86,15.67
arc,arc,wb-et,43.48620184,0.145700281,w38,660412,56.94,43.06,7.4
arc,arc,wb-et,28.43691263,0.666205379,w97,245188,2.95,97.05,22.04
lru,lru,wb-et,23.00409564,0.074360561,w36,729562,1.4,98.6,2.11
arc,arc,wb-et,52.40437314,0.679298909,w44,291584,87.51,12.49,14.26
arc,arc,wb-et,42.68099724,0.654212951,w100,236756,2.89,97.11,23.29
arc,arc,wb-et,0.526894713,0.554422881,w33,247964,4.33,95.67,7.03
arc,arc,wb-et,0.803324698,0.871901292,w93,351236,87.72,12.28,19.28
arc,arc,wb-et,50.84974933,0.409869527,w44,291584,87.51,12.49,14.26
lru,lru,wb-et,18.22542166,0.175442048,w71,290967,38.41,61.59,5.75
arc,arc,wb-et,22.5876656,0.594261299,w60,460498,74.99,25.01,11.26
arc,arc,wb-et,2.568048571,0.736559889,w68,376853,9.44,90.56,4.33
lru,lru,wb-et,33.89105254,0.142120398,w75,411410,16.12,83.88,6.76
lru,lru,wb-et,48.99600283,0.865372894,w85,405302,97.4,2.6,14.13
arc,arc,wb-et,90.42411403,0.275994703,w28,1287044,41.8,58.2,22.41
lru,lru,wb-et,89.8754367,0.310048337,w81,373197,90.91,9.09,13.54
lru,lru,wb-et,0.061159217,0.822579033,w74,113584,24.73,75.27,4.97
lru,lru,wb-et,1470.054077,0.593016843,w04,18034724,74.22,25.78,15.69
arc,arc,wb-et,89.94195851,0.246427382,w61,660778,68.59,31.41,10.86
arc,arc,wb-et,4.360464515,0.521666231,w57,375954,9.49,90.51,3.17
arc,arc,wb-et,46.27079076,0.487466266,w94,1057811,94.75,5.25,6.06
lru,lru,wb-et,49.49029145,0.017960259,w19,4598911,97.46,2.54,0.8
arc,arc,wb-et,3145.541937,0.646281851,w54,7042906,78.49,21.51,58.1
lru,lru,wb-et,1885.625142,0.72393837,w53,1870559,86.76,13.24,62.2
lru,lru,wb-et,26.67274827,0.124567577,w71,290967,38.41,61.59,5.75
lru,lru,wb-et,569.4457319,0.785855816,w14,7587257,75.6,24.4,22.3
arc,arc,wb-et,2196.513715,0.169061714,w31,13975082,93.99,6.01,14.77
arc,arc,wb-et,110.9864808,0.372986445,w79,241488,38.46,61.54,61.67
arc,arc,wb-et,25.26897439,0.128683039,w90,489323,95.25,4.75,8.17
lru,lru,wb-et,13.93883194,0.188853666,w106,139141,19.98,80.02,7.58
arc,arc,wb-et,85.70246555,0.604001774,w98,251710,2.91,97.09,20.52
arc,arc,wb-et,3.592836826,0.020800245,w66,558560,61.15,38.85,0.49
lru,lru,wb-et,102.9347901,0.360857624,w07,2120047,82.25,17.75,16.44
arc,arc,wb-et,46.4598549,0.522956301,w38,660412,56.94,43.06,7.4
arc,arc,wb-et,33.60480749,0.182895898,w60,460498,74.99,25.01,11.26
lru,lru,wb-et,5.83575175,0.511721718,w76,124550,12.84,87.16,13.22
arc,arc,wb-et,641.4614888,0.139778245,w08,10410827,96.53,3.47,9.07
arc,arc,wb-et,20.68171931,0.145032088,w11,4531948,65.3,34.7,0.98
arc,arc,wb-et,6.057945366,0.283692458,w74,113584,24.73,75.27,4.97
arc,arc,wb-et,1642.43658,0.646011961,w01,5710745,82.56,17.44,40.16
lru,lru,wb-et,101.8171096,0.598629566,w101,238962,2.86,97.14,24.64
arc,arc,wb-et,1699.415692,0.735694692,w53,1870559,86.76,13.24,62.2
lru,lru,wb-et,8.185322855,0.267633122,w35,651133,3.26,96.74,2.45
arc,arc,wb-et,169.8684932,0.668931459,w23,1712812,58.01,41.99,7.42
arc,arc,wb-et,81.32494474,0.618193953,w98,251710,2.91,97.09,20.52
arc,arc,wb-et,275.2369764,0.777814805,w86,243749,44.47,55.53,74.81
lru,lru,wb-et,16.87522555,0.247292984,w33,247964,4.33,95.67,7.03
arc,arc,wb-et,1808.513533,0.621375159,w10,12588003,89.82,10.18,14.53
lru,lru,wb-et,8.067738826,0.112924736,w17,1456893,12.4,87.6,4.14
lru,lru,wb-et,29.61753671,0.25815689,w30,704212,2.26,97.74,6.82
lru,lru,wb-et,1.666499768,0.331092438,w47,211877,0.33,99.67,1.68
arc,arc,wb-et,3037.115584,0.549551143,w04,18034724,74.22,25.78,15.69
lru,lru,wb-et,54.31572976,0.867328539,w85,405302,97.4,2.6,14.13
lru,lru,wb-et,10.7932916,0.320883026,w103,94016,35.38,64.62,16.53
arc,arc,wb-et,1.244087616,0.204671329,w102,117154,6.73,93.27,9.19
lru,lru,wb-et,3.41815766,0.333779289,w47,211877,0.33,99.67,1.68
lru,lru,wb-et,83.19084307,0.427899828,w32,773840,88.8,11.2,17.19
arc,arc,wb-et,4.533293767,0.328907049,w76,124550,12.84,87.16,13.22
arc,arc,wb-et,134.3428309,0.335570553,w16,865023,87.32,12.68,18.22
lru,lru,wb-et,112.696398,0.348819033,w93,351236,87.72,12.28,19.28
lru,lru,wb-et,44.23760728,0.622853267,w94,1057811,94.75,5.25,6.06
arc,arc,wb-et,16.98415226,0.616987523,w101,238962,2.86,97.14,24.64
lru,lru,wb-et,99.94485872,0.549878883,w87,264130,40.78,59.22,30.24
arc,arc,wb-et,1.770341652,0.193963237,w33,247964,4.33,95.67,7.03
arc,arc,wb-et,876.5763018,0.76866652,w53,1870559,86.76,13.24,62.2
arc,arc,wb-et,10.25062551,0.636387437,w68,376853,9.44,90.56,4.33
arc,arc,wb-et,71.36921643,0.637750059,w100,236756,2.89,97.11,23.29
lru,lru,wb-et,338.4109687,0.471924267,w01,5710745,82.56,17.44,40.16
lru,lru,wb-et,24.00527384,0.584796506,w63,564163,84.55,15.45,24.41
lru,lru,wb-et,16.61216523,0.141208935,w88,237846,32.58,67.42,5.02
arc,arc,wb-et,284.5732615,0.757927795,w86,243749,44.47,55.53,74.81
arc,arc,wb-et,687.2109572,0.251804304,w14,7587257,75.6,24.4,22.3
arc,arc,wb-et,16.06450279,0.050295956,w12,442789,39.92,60.08,2.37
arc,arc,wb-et,1.820768132,0.635381262,w94,1057811,94.75,5.25,6.06
lru,lru,wb-et,27.16451827,0.119587028,w71,290967,38.41,61.59,5.75
arc,arc,wb-et,6.934148591,0.379912067,w57,375954,9.49,90.51,3.17
lru,lru,wb-et,88.45595475,0.568319218,w87,264130,40.78,59.22,30.24
lru,lru,wb-et,31.21745469,0.621663404,w94,1057811,94.75,5.25,6.06
lru,lru,wb-et,18.04029576,0.04520695,w39,962521,0.97,99.03,1.31
arc,arc,wb-et,22.03634338,0.179015841,w35,651133,3.26,96.74,2.45
lru,lru,wb-et,884.4598483,0.533132561,w46,5116665,25.78,74.22,21.84
lru,lru,wb-et,16.82752964,0.601296078,w100,236756,2.89,97.11,23.29
arc,arc,wb-et,9.761985946,0.404931326,w35,651133,3.26,96.74,2.45
arc,arc,wb-et,30.28509247,0.671258923,w100,236756,2.89,97.11,23.29
arc,arc,wb-et,12.17531249,0.170085984,w88,237846,32.58,67.42,5.02
lru,lru,wb-et,5.453509293,0.320041502,w57,375954,9.49,90.51,3.17
lru,lru,wb-et,18.65030704,0.319339929,w41,157994,15.99,84.01,8.34
lru,lru,wb-et,67.51633536,0.837899345,w92,396548,95.61,4.39,14.74
lru,lru,wb-et,17.22675463,0.234112815,w102,117154,6.73,93.27,9.19
lru,lru,wb-et,5.878751586,0.21558048,w88,237846,32.58,67.42,5.02
arc,arc,wb-et,4.14570117,0.281246611,w74,113584,24.73,75.27,4.97
lru,lru,wb-et,12.84767729,0.22534616,w102,117154,6.73,93.27,9.19
lru,lru,wb-et,965.6744768,0.13804674,w08,10410827,96.53,3.47,9.07
lru,lru,wb-et,15.40844589,0.268389539,w84,420458,10.24,89.76,7.95
arc,arc,wb-et,10.3841408,0.633369261,w42,798236,67.9,32.1,8.93
arc,arc,wb-et,367.2662307,0.744753732,w08,10410827,96.53,3.47,9.07
lru,lru,wb-et,1413.196807,0.357176428,w46,5116665,25.78,74.22,21.84
lru,lru,wb-et,15.83798403,0.258852375,w43,1390682,50.63,49.37,11.06
lru,lru,wb-et,911.0484723,0.628056272,w10,12588003,89.82,10.18,14.53
lru,lru,wb-et,166.6178888,0.573829876,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,14.05306991,0.05370718,w12,442789,39.92,60.08,2.37
lru,lru,wb-et,25.0286503,0.145178782,w70,558126,10.08,89.92,5.38
lru,lru,wb-et,14.27714595,0.238779776,w30,704212,2.26,97.74,6.82
lru,lru,wb-et,3.817529576,0.438083693,w103,94016,35.38,64.62,16.53
lru,lru,wb-et,1.906063623,0.061245384,w39,962521,0.97,99.03,1.31
arc,arc,wb-et,160.7691708,0.286494171,w50,768251,94.99,5.01,13.52
arc,arc,wb-et,0.56266314,0.851950304,w06,2444493,68.5,31.5,1.9
lru,lru,wb-et,12.85482989,0.16693767,w60,460498,74.99,25.01,11.26
lru,lru,wb-et,1100.551234,0.811964396,w64,1178756,91.66,8.34,78.35
arc,arc,wb-et,5.284490631,0.550214007,w105,243780,89.94,10.06,17.41
arc,arc,wb-et,54.29481095,0.608489124,w97,245188,2.95,97.05,22.04
arc,arc,wb-et,2.271376568,0.332842917,w47,211877,0.33,99.67,1.68
arc,arc,wb-et,1087.27734,0.579942797,w01,5710745,82.56,17.44,40.16
arc,arc,wb-et,64.63667913,0.615657011,w100,236756,2.89,97.11,23.29
lru,lru,wb-et,14.49154223,0.052576426,w06,2444493,68.5,31.5,1.9
arc,arc,wb-et,2.413192203,0.263941973,w91,217746,80.61,19.39,18.42
arc,arc,wb-et,316.5644546,0.249715652,w31,13975082,93.99,6.01,14.77
arc,arc,wb-et,0.221919061,0.279634711,w47,211877,0.33,99.67,1.68
lru,lru,wb-et,726.8761244,0.558597008,w46,5116665,25.78,74.22,21.84
lru,lru,wb-et,10.11802501,0.796534919,w44,291584,87.51,12.49,14.26
lru,lru,wb-et,6.23340889,0.065677733,w12,442789,39.92,60.08,2.37
lru,lru,wb-et,95.73110661,0.775793113,w20,7027218,87.87,12.13,23.47
arc,arc,wb-et,252.3675424,0.268810547,w48,3302837,95.94,4.06,11.52
lru,lru,wb-et,74.64355031,0.145540499,w17,1456893,12.4,87.6,4.14
lru,lru,wb-et,165.5693725,0.753350272,w64,1178756,91.66,8.34,78.35
lru,lru,wb-et,46.65727175,0.503700582,w89,125386,40.17,59.83,25.65
lru,lru,wb-et,9.679830183,0.399032373,w91,217746,80.61,19.39,18.42
lru,lru,wb-et,1463.75402,0.749243319,w14,7587257,75.6,24.4,22.3
arc,arc,wb-et,46.73202154,0.784214102,w81,373197,90.91,9.09,13.54
arc,arc,wb-et,43.04485425,0.457818142,w93,351236,87.72,12.28,19.28
lru,lru,wb-et,1.148534718,0.249703758,w33,247964,4.33,95.67,7.03
lru,lru,wb-et,5.150921925,0.174271722,w67,167197,36.15,63.85,5.03
arc,arc,wb-et,119.5252898,0.328976084,w49,1092250,75.96,24.04,11.22
arc,arc,wb-et,50.35956762,0.4535519,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,23.75677971,0.231958132,w78,385485,53.72,46.28,12.37
